__label__ham	Love it! I want to flood that pretty pussy with cum...
__label__ham	Oh:)as usual vijay film or its different?
__label__ham	I think u have the wrong number.
__label__ham	Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
__label__ham	"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
__label__spam	Kuhkihkhjngnf
__label__ham	Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
__label__ham	Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(
__label__ham	Ok then no need to tell me anything i am going to sleep good night
__label__ham	Where can download clear movies. Dvd copies.
__label__ham	Hi dear we saw dear. We both are happy. Where you my battery is low
__label__ham	Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
__label__ham	My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
__label__ham	Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.
__label__ham	I have many dependents
__label__ham	Great. Never been better. Each day gives even more reasons to thank God
__label__ham	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
__label__spam	Ikeshgrfilhfpqjhwefjahsdf hiahifi
__label__ham	Somebody should go to andros and steal ice
__label__ham	Cps is causing the outages to conserve energy.
__label__ham	"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
__label__ham	I dont know oh. Hopefully this month.
__label__ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
__label__ham	Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
__label__ham	Sir, I need Velusamy sir's date of birth and company bank facilities details.
__label__ham	No. But we'll do medical missions to nigeria
__label__ham	S...i will take mokka players only:)
__label__ham	What makes you most happy?
__label__spam	lxkcnblvxndkfnvskjghfsjfa
__label__ham	She's borderline but yeah whatever.
__label__ham	Dear good morning how you feeling dear
__label__ham	Pls speak to that customer machan.
__label__ham	Fuck cedar key and fuck her (come over anyway tho)
__label__ham	You stayin out of trouble stranger!!saw Dave the other day heÃ¥Ãs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
__label__ham	Have a good trip. Watch out for . Remember when you get back we must decide about easter.
__label__ham	Pls she needs to dat slowly or she will vomit more.
__label__ham	U should make a fb list
__label__ham	What's your room number again? Wanna make sure I'm knocking on the right door
__label__spam	kjmnbv
__label__spam	Hdiznhvhiuoiauhfuhaeifh
__label__ham	Ok cool. See ya then.
__label__ham	Goodmorning, today i am late for  &lt;DECIMAL&gt; min.
__label__ham	Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
__label__ham	K tell me anything about you.
__label__ham	From here after The performance award is calculated every two month.not for current one month period..
__label__ham	A program make a promise.
__label__ham	Then u go back urself lor...
__label__ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
__label__spam	Dhfg hkbsgi fefhkjbgiefksbhf
__label__ham	If he started searching he will get job in few days.he have great potential and talent.
__label__ham	Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
__label__ham	I want  &lt;#&gt;  rs da:)do you have it?
__label__spam	Sheilfhpzhshfi bakhfeiahwelif 
__label__ham	TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
__label__ham	Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
__label__ham	Stupid.its not possible
__label__ham	"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
__label__ham	Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
__label__ham	No da. . Vijay going to talk in jaya tv
__label__spam	Ouehriufhsidfjsnkf
__label__ham	K.then any other special?
__label__ham	I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
__label__ham	I'll see, but prolly yeah
__label__ham	Uncle G, just checking up on you. Do have a rewarding month
__label__ham	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
__label__ham	Went to pay rent. So i had to go to the bank to authorise the payment.
__label__ham	Received, understood n acted upon!
__label__ham	Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
__label__ham	Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
__label__ham	We stopped to get ice cream and will go back after
__label__spam	Jlknbhvghuijknbhjjknjbhgfytdrfgvhbj
__label__ham	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
__label__ham	Sir, waiting for your letter.
__label__spam	Dfvnldnxfvklxndflvjnsaowerjowak efnaiwbk flisakvmf
__label__ham	Have a good evening! Ttyl
__label__ham	That's the way you should stay oh.
__label__ham	Bring tat cd don forget
__label__ham	You will be in the place of that man
__label__ham	&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...
__label__ham	Dunno lei... I thk mum lazy to go out... I neva ask her yet...
__label__ham	I'm home. Doc gave me pain meds says everything is fine.
__label__ham	Me not waking up until 4 in the afternoon, sup
__label__ham	ALRITE
__label__spam	Njwfnwsf
__label__ham	You're right I have now that I think about it
__label__ham	Watching tv lor...
__label__spam	jsehrgfkshwkawherlabwwhefiakew fhkaw f
__label__spam	Ftyvgbhjnkuftyyutftdhlohjlrewpp
__label__ham	Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
__label__ham	Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
__label__ham	I can. But it will tell quite long, cos i haven't finish my film yet...
__label__ham	How much are we getting?
__label__ham	Aight, I'm chillin in a friend's room so text me when you're on the way
__label__ham	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
__label__ham	Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
__label__ham	Din i tell u jus now 420
__label__ham	No problem. How are you doing?
__label__ham	Anything lor is she coming?
__label__ham	aight we can pick some up, you open before tonight?
__label__ham	I have to take exam with march 3
__label__ham	Well, I meant as opposed to my drunken night of before
__label__ham	Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
__label__ham	Well you told others you'd marry them...
__label__ham	Yeah I am, so I'll leave maybe 7ish?
__label__ham	I anything lor.
__label__ham	* Am on a train back from northampton so i'm afraid not!
__label__ham	I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
__label__ham	How long has it been since you screamed, princess?
__label__ham	Wife.how she knew the time of murder exactly
__label__ham	An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
__label__ham	Send me your resume:-)
__label__ham	Get ready for  &lt;#&gt;  inches of pleasure...
__label__ham	I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
__label__ham	Is that seriously how you spell his name?
__label__ham	I like dis sweater fr mango but no more my size already so irritating.
__label__ham	You always make things bigger than they are
__label__ham	If you r @ home then come down within 5 min
__label__spam	Dlhflksjbfr wsekfjnsje nwflsjenf 
__label__ham	ÃÃ called dad oredi...
__label__ham	You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
__label__ham	Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
__label__ham	Just wondering, the others just took off
__label__ham	I'm meeting Darren...
__label__ham	So can collect ur laptop?
__label__ham	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
__label__spam	Gfhkjhuhbjvcfyuyghjhhbghjhb
__label__ham	Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
__label__ham	I donno its in your genes or something
__label__ham	I just saw ron burgundy captaining a party boat so yeah
__label__ham	Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)
__label__spam	ruhihriurhuhhrbhbrh
__label__ham	Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
__label__ham	Haha better late than ever, any way I could swing by?
__label__ham	Lol ok your forgiven :)
__label__ham	Yo sorry was in the shower sup
__label__spam	Hefahwiefhaliwhefl
__label__ham	That's very rude, you on campus?
__label__spam	Jknvjgiojkm
__label__ham	Can you do online transaction?
__label__spam	Kwhefkahwkef halwqhflihlaiwhefjhbakwj fgk hwliefhlaiwu ef
__label__ham	I'm in a movie. Call me 4 wat?
__label__ham	What happen dear tell me
__label__ham	Thought we could go out for dinner. I'll treat you! Seem ok?
__label__ham	SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK Ã¥ÃMORROW. C U THIS WK? WHO WAS THE MSG 4? Ã¥Ã RANDOM!
__label__spam	Anfjkanwklefnalknwefkl
__label__spam	Uuiiuzzuuzuzhfhrfhwoe
__label__ham	Yup ok...
__label__ham	What time do u get out?
__label__ham	LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
__label__ham	All e best 4 ur driving tmr :-)
__label__ham	Dizzamn, aight I'll ask my suitemates when I get back
__label__spam	Zxcvbzxcv
__label__ham	My uncles in Atlanta. Wish you guys a great semester.
__label__ham	What * u wearing?
__label__ham	So how many days since then?
__label__ham	Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
__label__ham	Haha... Hope Ã_ can hear the receipt sound... Gd luck!
__label__ham	K:)k:)good:)study well.
__label__ham	I'm working technical support :)voice process.
__label__ham	I'm done...
__label__ham	Yes, princess. Are you going to make me moan?
__label__ham	K.k..how is your sister kids?
__label__ham	I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
__label__ham	Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
__label__ham	Not course. Only maths one day one chapter with in one month we can finish.
__label__ham	Not yet chikku..wat abt u?
__label__spam	Qwesexcdfc
__label__ham	Sure, I'll see if I can come by in a bit
__label__ham	Finish liao... U?
__label__ham	Where are you?when wil you reach here?
__label__ham	Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
__label__ham	Doing my masters. When will you buy a bb cos i have for sale and how's bf
__label__ham	O. Well uv causes mutations. Sunscreen is like essential thesedays
__label__ham	Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?
__label__ham	Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...
__label__ham	Happy new years melody!
__label__ham	Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols
__label__ham	Nite...
__label__spam	Iojlnjkbgkjbcvgjhb
__label__ham	says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !
__label__ham	See the forwarding message for proof
__label__ham	How is it possible to teach you. And where.
__label__spam	Dfgchv
__label__ham	Sorry,  in meeting I'll call you later
__label__ham	Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
__label__ham	Hmph. Go head, big baller.
__label__ham	Oh that was a forwarded message. I thought you send that to me
__label__ham	If you have belive me. Come to my home.
__label__ham	Ha... U jus ate honey ar? So sweet...
__label__spam	hsehrflswnerf awkjefnblawhefliahwelfohawoefnjlawn;eofnawef
__label__ham	Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
__label__ham	Its ok..come to my home it vl nice to meet and v can chat..
__label__spam	Lzosjfovckzjnsldvcnzwefhnakwb efwbjk enfsdk ksdfjn efosjenf odsijnfls 
__label__ham	No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
__label__ham	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL
__label__ham	Yo, you around? Just got my car back
__label__ham	Then Ã_ wait 4 me at bus stop aft ur lect lar. If i dun c Ã_ then i go get my car then come back n pick Ã_.
__label__ham	Talk to g and x about that
__label__ham	S:-)if we have one good partnership going we will take lead:)
__label__ham	Its going good...no problem..but still need little experience to understand american customer voice...
__label__spam	Uyruihsuilehrlgsnelrnfsleknrfjlseknf
__label__ham	I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
__label__spam	Hgjjiuoygftdghjhgvfghjnbgvfcdfvbhjuj bv fhcv edtyfhgjvbmjhilhugyuftdtfgh
__label__ham	Is ur lecture over?
__label__spam	Tyugyg
__label__ham	Oh really?? Did you make it on air? What's your talent?
__label__ham	ARE YOU IN TOWN? THIS IS V. IMPORTANT
__label__ham	Well. Im computerless. Time to make some oreo truffles
__label__ham	Lovely smell on this bus and it ain't tobacco... 
__label__spam	Gyukbhjkbh
__label__ham	What time you think you'll have it? Need to know when I should be near campus
__label__ham	Just sent you an email â°ÃÃ to an address with incomm in it, is that right?
__label__ham	Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
__label__spam	Uioygsedtrcf
__label__ham	Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
__label__ham	Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..
__label__ham	Where r we meeting?
__label__ham	Dont you have message offer
__label__ham	So what did the bank say about the money?
__label__ham	Nothing just getting msgs by dis name wit different no's..
__label__ham	Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!
__label__spam	Nmbhgvb
__label__spam	Ihejrafinwiovjcflehwawfahwbefhabwef
__label__ham	how are you? I miss you!
__label__ham	"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)"""
__label__ham	No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.
__label__ham	have you ever had one foot before?
__label__ham	Please don't text me anymore. I have nothing else to say.
__label__ham	There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
__label__ham	Wah... Okie okie... Muz make use of e unlimited... Haha... 
__label__ham	It's wylie, you in tampa or sarasota?
__label__ham	There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
__label__ham	Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
__label__ham	No. I.ll meet you in the library
__label__ham	We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
__label__ham	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
__label__ham	We still on for tonight?
__label__ham	Yeah I don't see why not
__label__ham	Great! So what attracts you to the brothas?
__label__ham	Why de. You looking good only:-)..
__label__ham	I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
__label__ham	I prefer my free days... Tues, wed, fri oso can... ÃÃ ask those workin lor...
__label__ham	Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
__label__ham	Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
__label__ham	Sary just need Tim in the bollox &it hurt him a lot so he tol me!
__label__ham	Thanx a lot...
__label__ham	Sorry im getting up now, feel really bad- totally rejected that kinda me thing.
__label__spam	k,nm vjghkjnbkhiukbjnhjilnkbmvjgfbhk
__label__spam	rtrytyjuyktykut
__label__ham	By the way, 'rencontre' is to meet again. Mountains dont....
__label__ham	"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
__label__spam	Ftgbvfghbvbvg
__label__ham	Now, whats your house # again ? And do you have any beer there ?
__label__ham	Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
__label__ham	My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?
__label__ham	Aight, sounds good. When do you want me to come down?
__label__ham	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
__label__ham	U calling me right? Call my hand phone...
__label__ham	I am in tirupur.  call you da.
__label__ham	He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!
__label__ham	I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
__label__spam	Lcnegkfskejnrf akwf skjfnd fsdjnkfwlnfesd 
__label__ham	There are many company. Tell me the language.
__label__spam	Bjbkjb
__label__spam	Iujiojikjnkn
__label__ham	By monday next week. Give me the full gist
__label__ham	R u meeting da ge at nite tmr?
__label__spam	guwfilahwlefhalwefliahwbekfkdsfzk hfshaliwhleifh
__label__ham	Finished class where are you.
__label__ham	They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
__label__ham	Huh means computational science... Y they like dat one push here n there...
__label__ham	First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
__label__ham	There is no sense in my foot and penis.
__label__ham	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
__label__ham	Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....
__label__spam	Wsdfgyhujnhijwuhlicfgjhhlnkjdtdsrdhi
__label__ham	Don know..wait i will check it.
__label__spam	Vbjhnvghbjvbhjbjh
__label__ham	Are you plans with your family set in stone ?
__label__ham	MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night
__label__spam	Fmoefjmnrjilnrfngghn
__label__ham	Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
__label__ham	If you don't respond imma assume you're still asleep and imma start calling n shit
__label__ham	Theoretically yeah, he could be able to come
__label__ham	I need... Coz i never go before 
__label__ham	Yes watching footie but worried we're going to blow it - Phil Neville?
__label__ham	fyi I'm at usf now, swing by the room whenever
__label__ham	I am in hospital da. . I will return home in evening
__label__ham	Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?
__label__ham	Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
__label__ham	Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
__label__ham	S now only i took tablets . Reaction morning only.
__label__ham	He's just gonna worry for nothing. And he won't give you money its no use.
__label__ham	Anything lor if they all go then i go lor...
__label__ham	And how you will do that, princess? :)
__label__ham	Oh k k:)but he is not a big hitter.anyway good
__label__ham	Dont show yourself. How far. Put new pictures up on facebook.
__label__ham	U too...
__label__ham	Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
__label__ham	From 5 to 2 only my work timing.
__label__ham	God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U
__label__ham	Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
__label__spam	Iksfenjdanwejkfna
__label__ham	Simply sitting and watching match in office..
__label__ham	That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
__label__ham	Umma my life and vava umma love you lot dear
__label__ham	Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
__label__ham	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
__label__spam	Nsndflsnlfknalkfnalkjnfkanfl
__label__ham	Just arrived, see you in a couple days &lt;3
__label__ham	V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
__label__ham	Your dad is back in ph?
__label__ham	Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
__label__ham	I think chennai well settled?
__label__ham	Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
__label__ham	Hmm thinking lor...
__label__ham	idc get over here, you are not weaseling your way out of this shit twice in a row
__label__ham	Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '
__label__ham	I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
__label__ham	HMM yeah if your not too grooved out! And im looking forward to my pound special :)
__label__ham	What is important is that you prevent dehydration by giving her enough fluids
__label__ham	Thts wat Wright Brother did to fly..
__label__ham	Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
__label__ham	I'm not sure if its still available though
__label__ham	Trust me. Even if isn't there, its there.
__label__ham	Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!
__label__ham	Please leave this topic..sorry for telling that..
__label__spam	Fjkdjhfbhbfhbvnxmv
__label__ham	Haha okay... Today weekend leh... 
__label__ham	I emailed yifeng my part oredi.. Can Ã_ get it fr him..
__label__ham	Arun can u transfr me d amt
__label__ham	I know you are. Can you pls open the back?
__label__spam	Gkhkhj
__label__ham	Are u awake? Is there snow there?
__label__ham	Whatsup there. Dont u want to sleep
__label__ham	Ha. You donâ°ÃÃ·t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.
__label__ham	Ela kano.,il download, come wen ur free..
__label__ham	Yup... Ok i go home look at the timings then i msg Ã_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
__label__ham	Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
__label__ham	Can Ã_ call me at 10:10 to make sure dat i've woken up...
__label__ham	R Ã_ comin back for dinner?
__label__ham	A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
__label__ham	Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
__label__ham	Yup
__label__spam	jxdfdhgjn
__label__ham	Wait 2 min..stand at bus stop
__label__ham	Oh yeah clearly it's my fault
__label__ham	Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
__label__ham	I'm leaving my house now...
__label__ham	Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
__label__ham	Haha, my friend tyler literally just asked if you could get him a dubsack
__label__ham	Oh ho. Is this the first time u use these type of words
__label__ham	Ok
__label__ham	at bruce b downs &amp; fletcher now
__label__ham	Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
__label__ham	Hhahhaahahah rofl wtf nig was leonardo in your room or something
__label__ham	Hi mom we might be back later than  &lt;#&gt; 
__label__ham	So how are you really. What are you up to. How's the masters. And so on.
__label__ham	Aiyah e rain like quite big leh. If drizzling i can at least run home.
__label__ham	Sorry sir, i will call you tomorrow.  senthil.hsbc
__label__ham	Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
__label__ham	K, I might come by tonight then if my class lets out early
__label__ham	Then wat r u doing now? Busy wif work?
__label__ham	Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
__label__ham	Just checked out, heading out to drop off my stuff now
__label__ham	What pa tell me.. I went to bath:-)
__label__ham	Every day i use to sleep after  &lt;#&gt;  so only.
__label__ham	"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
__label__ham	Then dun wear jeans lor...
__label__spam	Jskdnfsjk
__label__ham	Ok.ok ok..then..whats ur todays plan
__label__ham	Watching tv now. I got new job :)
__label__ham	Kothi print out marandratha.
__label__ham	Cool, I'll text you in a few
__label__spam	Ehrtkberksubtubevuikrt
__label__ham	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
__label__ham	Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
__label__ham	So how's the weather over there?
__label__ham	K..k:)how much does it cost?
__label__ham	I to am looking forward to all the sex cuddling.. Only two more sleeps 
__label__ham	Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
__label__ham	Hurry home. Soup is DONE!
__label__spam	Selhfishefibekbfrskefkhbf
__label__ham	What you did in  leave.
__label__ham	Dai what this da.. Can i send my resume to this id.
__label__ham	ok. I am a gentleman and will treat you with dignity and respect.
__label__ham	Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)
__label__spam	Kawbefkabhwkefbhak
__label__ham	I shall book chez jules for half eight, if that's ok with you?
__label__ham	Nope... C Ã_ then...
__label__ham	Sure! I am driving but will reach my destination soon.
__label__ham	How much for an eighth?
__label__ham	I dont understand your message.
__label__spam	vbjiuytrtyui
__label__spam	Isehjrfilsjnelfinslaenfrlf
__label__ham	Lara said she can loan me  &lt;#&gt; .
__label__ham	What Today-sunday..sunday is holiday..so no work..
__label__spam	Vnhjvbjhbfvhjrifieewf
__label__spam	Bgebfkahbkwehbf
__label__ham	What does the dance river do?
__label__ham	Oops i thk i dun haf enuff... I go check then tell Ã_..
__label__spam	Ksehlfihqp9wuherfaiuwhreiyflhwgiuvsbfhxkbsyfubyxe
__label__ham	You've always been the brainy one.
__label__ham	Ok i've sent u da latest version of da project.
__label__ham	Thank You meet you monday
__label__ham	There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
__label__ham	Goodnight, sleep well da please take care pa. Please.
__label__ham	Oops. 4 got that bit.
__label__ham	About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
__label__spam	Sehrfilshekefeufksuenf
__label__ham	Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
__label__ham	How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
__label__spam	Ncjvnxknv
